NAME,2019_population,2018_population,2017_population,2016_population,2015_population,2014_population,2013_population,2012_population,2011_population,2010_population,2009_population,2008_population,2007_population,2006_population,2005_population,2019_home_values,2018_home_values,2017_home_values,2016_home_values,2015_home_values,2014_home_values,2013_home_values,2012_home_values,2011_home_values,2010_home_values,2009_home_values,2008_home_values,2007_home_values,2006_home_values,2005_home_values
"Yakima County, Washington",250873,251446,250193,249636,248830,247687,247044,246977,247141,244485,239054,234564,233062,233105,227809,213800,186500,177700,166300,163200,156700,159800,157900,157300,160300,153000,159700,145300,137400,122100
"Skagit County, Washington",129205,128206,125619,123681,121846,120365,118837,118222,118109,117102,119534,118000,116397,115700,111330,353300,336900,303400,279200,255900,258500,246600,242600,255300,278600,286900,292200,288700,240600,219300
"Spartanburg County, South Carolina",319785,313888,306854,301463,297302,293542,290969,288745,286868,284713,286822,280738,275534,271087,259224,158800,153300,136500,129200,130100,121200,124200,114800,123800,128000,115600,115600,110800,110700,100700
"Cole County, Missouri",76745,76796,76708,76631,76720,76557,76699,76363,76448,76182,75018,74313,73698,73296,67706,165500,167300,162600,153600,158500,160800,139800,149000,147300,141400,139300,140900,126000,132600,120500
"Onondaga County, New York",460528,461809,465398,466194,468463,468196,468387,466852,466960,467204,454753,452633,454010,456777,444328,152100,148800,146700,139800,139500,135800,132400,133500,134000,134700,126100,125900,120000,115900,104100
"Marathon County, Wisconsin",135692,135428,135732,135603,135868,135780,135416,134735,134400,134104,131612,130962,129958,130223,127080,165500,164800,148400,146700,151500,145600,141900,143700,139500,142900,142900,144800,141200,131900,120700
"Allegan County, Michigan",118081,117327,116447,115548,114625,113847,112531,112039,111234,111503,113449,112975,112761,113501,111257,189200,170200,160000,157600,152500,136800,140100,131700,136000,141200,146500,150000,155000,149700,145800
"Butler County, Pennsylvania",187853,187888,187108,186847,186818,185943,185476,184970,184848,184059,184694,182902,181934,182901,175561,222500,217400,210200,195900,190600,179700,178400,173300,171500,163600,162800,163900,149400,148800,139300
"Clermont County, Ohio",206428,205466,204214,203022,201973,201560,200218,199085,199139,197604,196364,195385,193490,192706,189124,194300,171100,161500,169600,164700,153600,154700,154800,150500,153000,167600,168400,162000,159100,147200
"Rockingham County, Virginia",81948,81244,80227,79744,78593,78171,77741,77391,76589,76413,75134,74394,73524,72564,69530,222500,209000,221700,215700,193800,207800,201900,195800,193000,194100,193700,199800,199400,182700,153400
"Jefferson County, New York",109834,111755,114187,114006,117635,119103,119504,120262,117910,116582,118719,118046,117201,114264,107710,150600,145600,148300,149600,155600,147900,143800,128500,127800,128200,129100,121900,109600,94200,88400
"St. Louis County, Minnesota",199070,199754,200000,199980,200431,200949,200540,200319,200255,200155,197767,196864,196694,196067,186225,168900,161200,157500,153800,146600,134800,136300,137200,137400,135600,139900,148900,140400,133500,122600
"Strafford County, New Hampshire",130633,130090,128613,127428,126825,125604,124593,124119,123857,123198,123589,121914,121581,119990,113300,261200,249500,246100,206200,215900,204800,217800,213000,220100,217200,228500,236500,230900,229500,213800
"Burlington County, New Jersey",445349,445384,448596,449284,450226,449722,450838,451336,449576,449149,446108,445475,446817,450627,436706,262400,251400,244400,248600,246300,241000,244500,238700,247100,265500,269100,283700,276600,259300,237100
"Sangamon County, Illinois",194672,195348,196452,197499,198712,198997,199145,199271,198844,197822,195716,194925,194122,193524,189438,145600,143600,140100,140300,133700,132200,130900,126600,128700,121100,123200,116100,115100,113900,106600
"Franklin County, Pennsylvania",155027,154835,154234,153851,153638,152892,152085,151275,150811,149834,144994,143495,141665,139991,134409,187500,180200,182000,174700,175200,165100,176900,174500,172500,182400,176300,185300,169400,161800,143500
"Delaware County, Pennsylvania",566747,564751,564696,563402,563894,562960,561973,561098,559494,559276,558028,553619,554399,555996,531609,246800,254000,244900,239500,235500,226800,227600,233500,234200,243400,236100,246000,231200,216900,198500
"Portage County, Wisconsin",70772,70942,70474,70447,70408,70482,70380,70433,70084,70053,69176,68744,68272,67484,64103,180300,178700,162000,162000,159900,156800,149800,148400,140000,143100,148000,153200,141800,132800,127800
"Buchanan County, Missouri",87364,88571,89065,88938,89100,89486,89631,89706,89666,89144,89856,89408,86485,84955,80196,121800,131200,118200,121000,111600,113000,110700,106300,106100,113700,110200,109800,104800,106200,93800
"Bell County, Texas",362924,355642,347833,340411,334941,329140,326843,323037,315196,313000,285787,285084,276975,257897,246592,162100,153500,147200,141100,133200,127700,131600,121200,123000,115200,117800,119100,109500,101500,95600
"Johnson County, Texas",175817,171361,167301,163274,159990,157456,154707,153441,152734,151211,156997,153630,149797,149016,143757,172100,163800,154200,141900,135300,118000,108300,121000,112300,107500,121000,113100,114500,108000,91500
"Cumberland County, New Jersey",149527,150972,152538,153797,155854,157389,157332,157785,157095,157149,157745,156830,155544,154823,139968,164900,166900,162100,165900,157300,166000,158800,165300,166600,177600,178600,184500,173600,161800,133000
"Suffolk County, New York",1476601,1481093,1492953,1492583,1501587,1502968,1499738,1499273,1498816,1494434,1518475,1512224,1453229,1469715,1444642,430500,409400,394600,386400,381700,368800,368400,374800,383400,390800,407500,433800,447800,445700,412300
"Atlantic County, New Jersey",263670,265429,269918,270991,274219,275209,275862,275422,274338,274685,271712,270681,270644,271620,264403,214900,219300,211600,215100,223400,217000,218600,226800,233000,238400,259100,273000,271900,264200,221800
"Jackson County, Missouri",703011,700307,698895,691801,687623,683191,679996,677377,676360,675259,705708,668417,666890,664078,651181,163800,159100,142300,139100,130800,125200,123100,122100,125900,131900,128600,133300,134300,127400,120800
"Lebanon County, Pennsylvania",141793,141314,139754,138863,137067,136359,135486,135251,134311,133688,130506,128934,127889,126883,121054,181300,178000,172900,168500,162700,168100,162300,162700,162200,165300,167300,161100,147100,142700,132800
"Peoria County, Illinois",179179,180621,183011,185006,186221,187319,188429,187254,186834,186311,185816,183655,182993,182495,175166,131500,137000,130900,130500,136500,125000,124200,129000,120900,123200,118700,125000,116800,107500,108700
"Will County, Illinois",690743,692310,692661,689529,687263,685419,682829,682518,681545,678697,685251,681097,673586,668217,634183,251600,242800,230300,224600,213700,209400,203000,203200,216600,227200,236400,252200,243900,241300,223500
"Jackson County, Mississippi",143617,143277,142152,141241,141425,141137,140450,140298,139901,139698,132922,130694,130098,130577,134249,146700,134200,148500,121500,123700,119200,117200,117000,126000,119700,131600,133900,124800,113300,97800
"Yamhill County, Oregon",107100,107002,105722,105035,102659,101758,100725,100255,100000,99391,99037,98168,96573,94678,87211,343800,317100,308700,275500,238900,222900,214600,214700,207300,216200,245500,255100,237000,219200,185700
"Daviess County, Kentucky",101511,101104,100374,99674,99259,98275,98218,97847,97234,96762,95394,94418,93756,93613,90465,142500,142500,136200,138900,117500,121400,112400,111300,106800,108500,111100,102100,110600,104600,93600
"Waukesha County, Wisconsin",404198,403072,400621,398424,396488,395118,393843,392292,390730,389964,383154,380629,379333,380985,373401,302700,290500,279200,273000,261400,251700,246200,244100,247100,260500,266600,268700,260600,250900,235700
"Winnebago County, Wisconsin",171907,171020,170414,169886,169546,169511,169541,168794,167699,167059,163370,162111,162154,160593,150687,164800,149200,157800,146300,144200,142300,143400,144200,140100,141200,140100,145900,139500,138800,132300
"Blount County, Tennessee",133088,131349,129929,128670,127253,126339,125099,124177,123901,123119,122784,121511,119855,118186,113393,192900,197200,175500,173000,169600,165100,155500,170000,164800,155300,166900,164600,154300,137400,125200
"Portsmouth city, Virginia",94398,94632,94572,95252,96201,96004,96205,96470,95684,95696,99321,100577,101967,101377,95183,169600,182600,175200,174800,162300,171400,166600,171300,175400,185000,181300,195800,179300,158000,128600
"Kitsap County, Washington",271473,269805,266414,264811,260131,254183,253968,254991,254633,251809,240862,239769,236732,240604,231902,378800,363400,326200,288800,269200,255200,255000,255600,269500,268000,290600,304100,296300,275900,227700
"Rockingham County, New Hampshire",309769,309176,306363,303251,301777,300621,299134,297820,296207,295360,299276,297350,296543,296267,292410,360500,343700,327500,306000,293100,285000,273800,281400,274200,281200,294500,316200,326900,323800,310500
"Alamance County, North Carolina",169509,166436,162391,159688,158276,155792,154378,153920,153291,151528,150358,148053,145360,142661,136552,166500,151900,153800,148700,141100,133700,139800,143600,130900,132900,138300,130800,139800,131300,125000
"Campbell County, Kentucky",93584,93152,92488,92211,92066,91833,90988,90908,90940,90532,88423,87038,86858,86866,85210,178100,177500,180500,166000,164100,157600,149600,146800,143000,147300,151500,155500,137400,141500,135200
"Hancock County, Ohio",75783,75930,75754,75872,75573,75337,75773,75671,75056,74727,74538,74273,74204,73824,71503,162700,152900,133500,145400,141000,128400,122100,124600,121800,131600,138300,134700,126400,123300,124400
"Providence County, Rhode Island",638931,636084,637357,633673,633473,631974,628600,628323,626709,627070,627690,626150,629435,635596,610539,256000,242900,230700,219500,212000,207200,202400,207500,222200,233600,242400,267200,277000,273700,264800
"Northampton County, Pennsylvania",305285,304807,303405,302294,300813,300654,299791,299267,298476,298101,298990,294787,293522,291306,276878,229400,225000,212000,218000,210600,205700,203000,196900,215300,222200,222400,232200,220300,211600,181300
"Florence County, South Carolina",138293,138159,138566,138742,138900,139231,138326,137948,137862,137088,134208,132800,131886,131297,127293,134300,141700,129700,129300,128900,128300,126000,112400,112400,111900,103700,108500,103400,104800,93100
"Rapides Parish, Louisiana",129648,130562,131648,132424,132141,132488,132723,132373,132374,131779,133937,133131,130079,130201,123090,147200,153900,142200,133400,139400,122300,128700,125900,115800,120200,112900,110800,102000,97500,85100
"Lowndes County, Georgia",117406,116321,115489,114628,112865,113523,112916,114552,111885,109734,106814,104583,101790,97844,89724,137800,145500,133500,137800,139200,121500,125600,143300,135000,136600,132200,130900,131600,122500,104600
"Monroe County, New York",741770,742474,747642,747727,749600,749857,749606,747813,745625,744389,733703,732762,729681,730807,704993,155600,151800,147700,143100,143100,137600,139900,136900,135100,134600,134500,130000,128500,120400,119500
"Gaston County, North Carolina",224529,222846,220182,216965,213442,211127,209420,208049,207031,206213,208958,206679,202535,199397,193162,166200,153700,141400,136400,128000,127500,122400,121000,130700,127400,120000,128300,116100,114000,105700
"Calvert County, Maryland",92525,92003,91502,91251,90595,90613,90484,89628,89256,88936,89212,88698,88223,88804,87303,371700,362500,355400,356400,345300,340700,338500,328600,353900,358200,387200,390900,425600,394700,349500
"Merced County, California",277680,274765,272673,268672,268455,266353,263228,262305,259898,256778,245321,246117,245514,245658,237278,282900,261100,253700,231300,210100,173000,147200,138100,146700,146100,157500,239800,323700,359300,305300
"Clinton County, Michigan",79595,79332,78443,77888,77390,77297,76739,76001,75469,75426,69893,69726,69755,69909,68524,192400,174600,177100,172800,155200,161300,157200,150000,144500,158000,169000,169700,164600,172400,167900
"Rensselaer County, New York",158714,159442,159722,160070,160266,159774,159918,159835,159395,159428,155541,155261,155318,155292,150163,201800,187100,196000,184200,182100,180800,172200,181800,178600,177200,179800,184300,166100,150200,133300
"Jefferson County, Wisconsin",84769,85129,84832,84625,84559,84395,84509,84498,83943,83693,80833,80792,80213,80025,75761,209000,198600,191400,181800,174900,180400,162200,183000,173200,185000,188100,191900,181000,175000,160700
"Plymouth County, Massachusetts",521202,518132,515142,513565,510393,507022,501915,499759,497579,495780,498344,492066,490258,493623,481100,396400,388500,368100,354000,339800,328800,329800,321200,326400,339400,349000,358400,375300,381000,369500
"Portage County, Ohio",162466,162927,162277,161921,162275,161882,163862,161451,161624,161386,157530,155991,155869,155012,147502,161200,166200,156200,150700,165700,149000,142100,144500,155200,155900,151800,163700,152700,153500,151000
"Imperial County, California",181215,181827,182830,180883,180191,179091,176584,176948,177057,175234,166874,163972,161867,160301,144523,229600,214400,200700,170900,169000,156000,148400,133800,130800,154100,160300,214100,247000,245100,182000
"Gloucester County, New Jersey",291636,291408,292206,292330,291479,290951,290265,289586,289104,288581,289920,287860,285753,282031,271709,222800,221600,222100,218600,211800,209600,207900,217700,223700,232100,239000,249300,235300,226900,195600
"Kenosha County, Wisconsin",169561,169290,168521,168183,168437,168068,167757,167936,167293,166671,165382,164465,162921,162001,156308,203200,180000,174500,175100,164600,155600,159800,164900,167000,170700,187400,189700,187500,180400,165500
"Whitfield County, Georgia",104628,104062,104658,104589,104216,103542,102945,103359,103184,102934,93698,93835,93379,92999,89734,145700,131000,132400,127900,130600,118600,119800,109600,121400,126600,127600,129600,134600,125700,116300
"Worcester County, Massachusetts",830622,830839,826116,819589,818963,813475,809106,806163,801227,799553,803701,783806,781352,784992,759409,310200,291800,281100,269700,257400,255500,248800,246500,255900,268100,271600,282800,287300,299400,285500
"Lane County, Oregon",382067,379611,374748,369519,362895,358337,356212,354542,353416,351983,351109,346560,343591,337870,327762,293300,281200,258300,243500,235800,214700,206700,206600,212900,229400,232100,246400,230500,213500,173600
"St. Lawrence County, New York",107740,108047,109623,110038,111007,111400,111963,112232,111690,111894,109715,109701,109809,111284,100042,101800,98400,94300,87700,89700,89200,82400,89500,86800,85300,80300,78000,74800,75800,68000
"Lapeer County, Michigan",87607,88028,88174,88340,88373,88153,88389,88173,88082,88210,89974,90875,92012,93761,91256,190400,190800,164300,165100,154700,135800,133500,124600,122300,143200,163400,165500,165100,178800,179800
"Harford County, Maryland",255441,253956,252160,251032,250290,250105,249215,248622,246489,245177,242514,240351,239993,241402,237644,308700,297200,292500,280600,290600,274600,269500,280000,277500,286400,289500,314800,307500,287300,243700
"Ozaukee County, Wisconsin",89221,89147,88429,88314,87850,87470,87054,86823,86568,86365,86311,85874,85602,86321,84295,303200,295100,291200,270300,250000,243700,230500,241700,253700,262400,256700,262100,246200,242400,243400
"Pueblo County, Colorado",168424,167529,166475,165123,163591,161875,161451,160852,160545,159477,157224,156737,154538,152912,147187,189600,173200,163300,156600,148000,137500,141000,131300,136500,141200,141900,139400,139500,134400,121700
"Lancaster County, Pennsylvania",545724,543557,542903,538500,536624,533320,529600,526823,523594,520156,507766,502370,498465,494486,476155,227600,220500,204200,196400,197400,188100,186500,188800,184200,187400,193200,191500,180200,171900,158700
"McLennan County, Texas",256623,254607,251259,247934,245671,243441,241481,238707,238564,236028,233378,230213,228123,226189,214582,166500,160300,139800,124800,124500,117800,113300,104600,111700,109000,101200,108400,98300,92200,89200
"Augusta County, Virginia",75558,75457,75144,74997,74314,73862,73912,73658,74897,74192,71594,70634,69522,71672,68370,208100,225200,211700,213500,198900,206200,197500,188500,199500,201100,179800,198200,182100,166200,152600
"Kosciusko County, Indiana",79456,79344,79206,79092,78620,78564,77963,77609,77336,77368,76499,76275,76115,76541,74665,171200,145500,154900,142400,141100,145600,128100,128000,127500,140500,139200,129500,132000,132400,117100
"Jefferson County, Texas",251565,255001,256299,254679,254308,252235,252358,251813,252802,252390,243237,243090,241975,243914,231311,123600,125800,107200,108300,101000,94600,94800,97900,99400,93900,93600,91500,83900,79000,75000
"Washington County, Tennessee",129375,128607,127806,127440,126302,126242,125546,125094,124353,123338,120598,118639,116657,114316,108537,171000,166700,162500,163700,152600,147200,142200,140000,154600,152200,139800,145000,125300,123000,110700
"Carroll County, Georgia",119992,118121,117812,116261,114545,114093,112355,111580,111159,110661,114778,113688,111954,107325,101762,154700,143400,132800,123500,125400,121700,105600,97800,115800,133400,132100,147800,138800,135900,130000
"Allegheny County, Pennsylvania",1216045,1218452,1223048,1225365,1230459,1231255,1231527,1229338,1227066,1223583,1218494,1215103,1219210,1223411,1195503,170100,163300,153500,147100,141700,133500,127500,121900,123400,119000,121000,116900,113800,107700,101700
"Ingham County, Michigan",292406,292735,290186,288051,286085,284582,282234,281723,281613,280812,277633,277528,279295,276898,261476,146600,142700,134400,129100,124100,114800,118300,113900,119500,122600,125400,141200,145400,148200,139600
"Polk County, Oregon",86085,85234,83696,81823,79391,77916,76794,76353,75993,75625,78122,77074,75265,73296,67873,332200,284400,254500,241300,216100,220100,192000,212600,224200,228300,241700,238600,226900,205500,170300
"St. Croix County, Wisconsin",90687,89694,88703,88029,87513,86759,85930,85242,84922,84442,83351,82487,81131,80015,76227,270200,261300,248500,226400,215400,208400,198100,200800,191800,216200,215100,240700,229000,229500,216800
"Norfolk city, Virginia",242742,244076,244703,245115,246393,245428,246139,245782,242628,243135,233333,234220,235747,229112,206172,218000,212500,204400,195500,204800,190000,189900,193400,195300,216300,215100,219000,200100,185100,152200
"Wright County, Minnesota",138377,136349,134286,132550,131311,129918,128470,127336,126437,125118,121907,119701,117372,114787,109836,265700,253400,228900,227800,211100,200900,187800,187300,184000,200200,216600,235500,230600,228800,220500
"St. Louis County, Missouri",994205,996945,996726,998581,1003362,1001876,1001444,1000438,998692,998881,992408,991830,995118,1000510,985393,214300,210000,197300,189300,186500,173100,170800,170900,173400,178100,181200,186700,182000,173500,165000
"Comanche County, Oklahoma",120749,120422,121526,122136,124648,125033,124937,126390,125815,125368,113228,111772,113811,109181,102887,128500,116400,139900,129400,121100,120300,112200,111900,113800,114200,109800,103300,96600,86500,84400
"Potter County, Texas",117415,119648,120458,120832,121802,121627,121661,122335,122285,121446,121816,120918,120775,121328,111882,101100,92500,91200,87800,91300,85300,90400,86900,87400,84800,77600,77900,74400,73600,67900
"Pasco County, Florida",553947,539630,525643,512368,497909,485331,475502,470391,466457,465543,471709,471028,462715,450171,423356,192200,174500,161500,145000,137700,123900,113700,107500,115400,123900,141600,165300,169700,173200,142800
"Cecil County, Maryland",102855,102826,102746,102603,102382,102383,101913,101696,101694,101199,100796,99926,99695,99506,96309,258000,240500,234500,238400,242500,226800,248200,247500,252700,256200,270400,273800,244500,243300,218500
"Yavapai County, Arizona",235099,231993,228168,225562,222255,218844,215133,212637,211888,211061,215686,215503,212635,208014,194928,288500,261700,260900,227500,216300,192700,173500,177900,167000,188600,217300,251300,253400,238600,192500
